cid,nlane,turn,dnroad,geom,len
4471_4493,3,L#U#S,4493_4521#4493_4471#4493_4562,LINESTRING(118.733407433 30.9240550690001;118.734085126 30.924651302;118.736351565 30.9267130750001),407.4714252350142
4474_4448,2,S#L#R#U,4448_4423#4448_4496#4448_4439#4448_4474,LINESTRING(118.721023881 30.9243292560001;118.72498767 30.9219444890001),461.9967534175804
4474_4582,0,S#U#L,4582_4518#4582_4474#4582_4534,LINESTRING(118.721023881 30.9243292560001;118.721474272 30.924967684;118.722305518 30.9261018730001;118.722900643 30.9269541850001),341.8788127014028
4487_4464,0,S#L#U,4464_4438#4464_4502#4464_4487,LINESTRING(118.705777473 30.926280439;118.706076931 30.9260614090001;118.70777994 30.924943764;118.709537063 30.923882081),447.19013159597
4487_4520,0,R#U#L,4520_4502#4520_4487#4520_4530,LINESTRING(118.705777473 30.926280439;118.70650955 30.9268722350001;118.707653756 30.9278711630001;118.709146539 30.9291708750001;118.710504288 30.9303459000001;118.710699766 30.9305206390001),665.132312984774
4493_4521,0,S#U#L,4521_4605#4521_4493#4521_4539,LINESTRING(118.736351565 30.9267130750001;118.736408336 30.927638028;118.736549416 30.9297011730001;118.736583455 30.930185931),385.6683180949226
4496_4471,3,S#L#R#U,4471_4440#4471_4493#4471_4423#4471_4496,LINESTRING(118.729294252 30.9269730350001;118.731242182 30.9256231740001;118.733407433 30.9240550690001),509.1569740232221
4496_4539,0,R#S#U#L,4539_4521#4539_4616#4539_4496#4539_4565,LINESTRING(118.729294252 30.9269730350001;118.730355802 30.9283631810001;118.731660874 30.9305026070001;118.732547421 30.932228223),661.7505155889708
4497_4415,0,U#L#S#R,4415_4497#4415_8358#4415_9042#4415_9136,LINESTRING(118.764629799 30.926687842;118.7665193 30.925304505;118.767540089 30.924585909;118.768401454 30.923922039;118.769750996 30.9229928290001;118.771016482 30.9220160900001;118.77155424 30.921542577;118.772003958 30.921083342;118.772289 30.920726793;118.772686864 30.920229116;118.773205586 30.9195200360001;118.774242396 30.918458667),1302.6683374368972
4501_4487,0,S#L#U,4487_4464#4487_4520#4487_4501,LINESTRING(118.703607788 30.928225238;118.703610321 30.9281339410001;118.703669281 30.927947058;118.703725613 30.9278461050001;118.704068743 30.9275302130001;118.705777473 30.926280439),306.17177494608427
4501_4530,2,R#S#U#L,4530_4520#4530_4607#4530_4501#4530_4609,LINESTRING(118.703607788 30.928225238;118.703654238 30.928505735;118.703824929 30.9287162090001;118.705880463 30.9300681920001;118.706933792 30.930779622;118.708732736 30.9319442570001),649.9008358217516
4502_4474,2,S#L#R#U,4474_4448#4474_4582#4474_4438#4474_4502,LINESTRING(118.714507529 30.928181968;118.715921402 30.927326522;118.718828 30.925614753;118.721023881 30.9243292560001),755.2303944064906
4502_4534,0,S#R#U,4534_4556#4534_4582#4534_4502,LINESTRING(118.714507529 30.928181968;118.716560781 30.930000857;118.717321041 30.930648089),383.50240985645445
4518_4496,3,S#L#R#U,4496_4471#4496_4539#4496_4448#4496_4518,LINESTRING(118.725067125 30.9299801010001;118.726605924 30.928870429;118.728911826 30.927238038;118.729294252 30.9269730350001),523.8137769709413
4518_4565,3,R#S#U#L,4565_4539#4565_4603#4565_4518#4565_4608,LINESTRING(118.725067125 30.9299801010001;118.726010386 30.931282481;118.726430535 30.9318729620001;118.72651071 30.9319856390001;118.726921883 30.9325634940001;118.727864744 30.9338941870001;118.728212366 30.9343747550001),572.4991821996535
4520_4502,2,S#L#R#U,4502_4474#4502_4534#4502_4464#4502_4520,LINESTRING(118.710699766 30.9305206390001;118.710797985 30.9304514410001;118.712043643 30.9296833720001;118.71390544 30.9285462460001;118.714507529 30.928181968),446.87390898545294
4521_4605,4,L#S#U#R,4605_4616#4605_4671#4605_4521#4605_4589,LINESTRING(118.736583455 30.930185931;118.736694786 30.931771417;118.736906635 30.936118166),658.4437566720777
4525_9050,0,S#U#U,9050_9049#9050_4525#9050_4573,LINESTRING(118.69893496 30.9312372540001;118.697414616 30.93247833;118.696443796 30.932954222;118.695396833 30.933068436;118.693455193 30.9327448290001;118.690923447 30.932954222;118.689857448 30.933353971;118.688981807 30.934096363;118.688049058 30.9347055050001;118.687230523 30.934991041;118.686259703 30.9351052550001;118.685394921 30.9354758280001),1450.4203537544206
4525_9171,0,S#U,9171_9170#9171_4525,LINESTRING(118.69893496 30.9312372540001;118.69963333 30.930539609;118.70008399 30.9301051630001;118.700666733 30.9295649490001;118.701223684 30.9290689740001;118.701661977 30.928687177;118.702171231 30.9282490890001;118.702749702 30.927781456;118.703075022 30.9275223490001;118.703551 30.927143867;118.704008784 30.9268009350001;118.70465886 30.926314216;118.705460127 30.9257386520001;118.706121798 30.9252823140001;118.70682421 30.924813982;118.707526887 30.924360913;118.708310849 30.9238724090001;118.709047071 30.92343893;118.709824067 30.9229953660001;118.710532197 30.922601381;118.711454523 30.922113891;118.712460631 30.921607151;118.712694014 30.9214965950001;118.713923919 30.9209139650001;118.715082798 30.920408998;118.716103632 30.919985067;118.716599411 30.9197904710001;118.71705887 30.9196078090001;118.717517374 30.9194337480001;118.718089289 30.9192257290001;118.718723961 30.9189987390001;118.719191569 30.918838866;118.71999173 30.9185810390001;118.720805235 30.9183268470001;118.721353609 30.9181649380001;118.722018761 30.9179718840001;118.72296065 30.9177169230001;118.724759461 30.9172968720001;118.725139689 30.9172075440001;118.725595013 30.917100573;118.726693749 30.9168893020001;118.727776951 30.9166763210001;118.729057414 30.916475963;118.73030515 30.9163027540001;118.731773354 30.9161350100001;118.733120119 30.9160060190001;118.734330768 30.9159253660001;118.73583211 30.915851536;118.737745012 30.915811526;118.740045611 30.9158629040001;118.740670868 30.9158928160001),4493.376543230135
4526_4497,3,L#S#U#R,4497_4415#4497_4440#4497_4526#4497_4536,LINESTRING(118.773466815 30.928929752;118.77212182 30.92855752;118.77061844 30.92818737;118.769015008 30.927974819;118.7672697 30.92774346;118.76682043 30.92765093;118.766216934 30.927481949;118.765608072 30.9272378680001;118.765085042 30.9269776940001;118.764629799 30.926687841),889.0404488916341
4526_9001,2,S#U#L#R,9001_4579#9001_4526#9001_4563#9001_8356,LINESTRING(118.773466815 30.928929752;118.778407789 30.930601649),507.30583955129435
4526_9014,0,U#S#S,9014_4526#9014_9039#9014_9080,LINESTRING(118.773466815 30.928929752;118.7739593 30.928729085;118.775003884 30.9283007830001;118.776669506 30.927615497;118.777980906 30.9270819270001;118.777985348 30.927080119;118.779053726 30.926618504;118.779729493 30.926359142;118.780032224 30.926216681;118.780417157 30.926035535;118.781916218 30.925447809;118.782851346 30.925052818;118.784578835 30.9243437390001;118.7856139 30.9239225740001;118.786875014 30.9234157490001;118.788069503 30.922897027;118.789992109 30.9221213230001;118.791293673 30.9215859440001;118.792776078 30.9209696630001;118.794144268 30.9204104900001;118.797080523 30.91913034),2505.174385392017
4530_4520,0,S#R#U,4520_4502#4520_4487#4520_4530,LINESTRING(118.708732736 30.9319442570001;118.708754588 30.931929494;118.709434639 30.931411934;118.710699766 30.9305206390001),245.50786664209852
4530_4607,2,R#S#U#L,4607_4556#4607_4639#4607_4530#4607_4645,LINESTRING(118.708732736 30.9319442570001;118.711140027 30.933529906;118.714097468 30.9354663;118.715724096 30.9366187300001),845.6975557319017
4534_4556,4,R#S#U#L,4556_4518#4556_4608#4556_4534#4556_4607,LINESTRING(118.717321041 30.930648089;118.7180813 30.9312953210001;118.719664574 30.9326915290001;118.720366092 30.9333274580001),415.8811437932901
4534_4582,0,L#R#U,4582_4518#4582_4474#4582_4534,LINESTRING(118.717321041 30.930648089;118.722900643 30.9269541850001),672.382716095679
4536_4497,3,S#R#L#U,4497_4415#4497_4440#4497_4526#4497_4536,LINESTRING(118.757300215 30.931603098;118.757530928 30.9313472580001;118.757902552 30.931046727;118.758067005 30.930913735;118.758556073 30.9306151210001;118.759936707 30.9297724570001;118.761048599 30.929074846;118.762405441 30.9282178930001;118.763637922 30.927423204;118.764629799 30.926687842),889.4636169091755
4536_4562,5,L#S#U#R,4562_4493#4562_4589#4562_4536#4562_4651,LINESTRING(118.757300215 30.931603098;118.756105555 30.931653268;118.755353633 30.9316848490001;118.752234684 30.9317832690001;118.750291375 30.931877666;118.748622266 30.9319864720001;118.747742133 30.932121555;118.746631668 30.9324004690001;118.746265304 30.9325332650001;118.745232483 30.932907626;118.744551331 30.9331701630001),1242.8937584824166
4539_4521,0,L#R#U,4521_4605#4521_4493#4521_4539,LINESTRING(118.732547421 30.932228223;118.732589726 30.9322051140001;118.734519845 30.9311842880001;118.735778405 30.9305279600001;118.736195729 30.930341024;118.736583455 30.930185931),447.5862092665581
4539_4616,2,L#U#R#S,4616_4630#4616_4539#4616_4605#4616_8362,LINESTRING(118.732547421 30.932228223;118.733219592 30.933810597;118.733576508 30.934937706;118.733605413 30.935016841;118.733960869 30.935990003;118.734355454 30.937019531),558.881879459985
4554_4526,3,R#L#S#U,4526_4497#4526_9001#4526_9014#4526_4554,LINESTRING(118.768301862 30.9326119150001;118.768641998 30.9316761270001;118.768808561 30.931447699;118.769333628 30.9308182520001;118.769925742 30.9303725930001;118.773466815 30.928929752),674.0519479469681
4554_4536,0,L#S#U#R,4536_4497#4536_4562#4536_4554#4536_4635,LINESTRING(118.768301862 30.9326119150001;118.766832295 30.932299314;118.764249517 30.9318335140001;118.763150534 30.931600927;118.761996977 30.931450113;118.761248224 30.9314603170001;118.758327806 30.9315599330001;118.758015594 30.931573046;118.757300215 30.931603098),1065.7322374830105
4556_4518,3,S#L#U#R,4518_4496#4518_4565#4518_4556#4518_4582,LINESTRING(118.720366092 30.9333274580001;118.720713595 30.933091615;118.721901003 30.932250417;118.722910351 30.931535341;118.725067125 30.9299801010001),582.758627172772
4556_4608,0,R#S#U#L,4608_4565#4608_4624#4608_4556#4608_4639,LINESTRING(118.720366092 30.9333274580001;118.721788365 30.9347461990001;118.723033414 30.9361063050001;118.723423745 30.93659868),466.0891216839914
4562_4493,2,R#S#U,4493_4521#4493_4471#4493_4562,LINESTRING(118.744551331 30.9331701630001;118.744173529 30.9328615850001;118.743955251 30.932679224;118.743391348 30.9322081020001;118.742415437 30.931400265;118.741484627 30.9306338490001;118.740516166 30.929841584;118.736351565 30.9267130750001),1061.7323465336053
4562_4589,0,S#U#R,4589_4605#4589_4562#4589_4660,LINESTRING(118.744551331 30.9331701630001;118.741948725 30.9341732460001;118.739577563 30.9351472700001),523.4868027880057
4563_4554,4,L#S#U#R,4554_4526#4554_4536#4554_4563#4554_4634,LINESTRING(118.773508757 30.933634639;118.770040852 30.93294402;118.768301862 30.9326119150001),510.3866173591647
4563_4642,2,L#U#R,4642_4634#4642_4563#4642_4663,LINESTRING(118.773508757 30.933634639;118.772031929 30.938383926),545.1331419051829
4563_9001,2,L#R#U#S,9001_4579#9001_4526#9001_4563#9001_8356,LINESTRING(118.773508757 30.933634639;118.778407789 30.930601649),576.4482643123958
4565_4539,0,S#L#R#U,4539_4521#4539_4616#4539_4496#4539_4565,LINESTRING(118.728212366 30.9343747550001;118.729465972 30.9338049720001;118.731819551 30.9326258180001;118.732547421 30.932228223),477.95966858695033
4565_4603,2,S#U#L,4603_4630#4603_4565#4603_4624,LINESTRING(118.728212366 30.9343747550001;118.729375318 30.936172577),228.2139126775599
4573_4609,4,R#S#L#U,4609_4530#4609_4645#4609_9011#4609_4573,LINESTRING(118.693517588 30.9351473740001;118.693863321 30.935160808;118.69534027 30.935253586;118.695359137 30.9352552760001;118.696130383 30.935324343;118.697361848 30.9354656520001;118.697897244 30.9355325860001;118.699243565 30.9357511050001;118.700826423 30.936040463;118.702780261 30.9364895460001;118.704521462 30.93690015),1072.2717633282648
4573_9050,0,S#U#U,9050_9049#9050_4525#9050_4573,LINESTRING(118.693517588 30.9351473740001;118.692990821 30.9351269040001;118.692151908 30.9351140300001;118.691712747 30.9351094370001;118.691645282 30.9351087320001;118.689965655 30.9351378600001;118.689138523 30.9351653730001;118.688860299 30.935181879;118.688653455 30.9351941520001;118.688592045 30.935197794;118.687952312 30.935235746;118.686921403 30.9353231690001;118.686004036 30.9354138750001;118.685394921 30.9354758280001),778.1545125689499
4582_4518,2,R#S#L#U,4518_4496#4518_4565#4518_4556#4518_4582,LINESTRING(118.722900643 30.9269541850001;118.723282694 30.92750134;118.725067125 30.9299801010001),394.2392434755304
4589_4605,4,S#R#L#U,4605_4616#4605_4671#4605_4521#4605_4589,LINESTRING(118.739577563 30.9351472700001;118.73797579 30.935710069;118.736906635 30.936118166),277.05391365207385
4603_4630,3,L#S#U#R,4630_4650#4630_4680#4630_4603#4630_4616,LINESTRING(118.729375318 30.936172577;118.729672671 30.93659318;118.730681581 30.9379805;118.730885966 30.9383085260001),277.42136682103694
4605_4616,4,S#L#U#R,4616_4630#4616_4539#4616_4605#4616_8362,LINESTRING(118.736906635 30.936118166;118.735078607 30.9367529200001;118.734355454 30.937019531),263.5074430965818
4605_4671,4,R#S#U#L,4671_4660#4671_4819#4671_4605#4671_4680,LINESTRING(118.736906635 30.936118166;118.736960515 30.9368502880001;118.737093112 30.938902462;118.737162287 30.939971762;118.737258452 30.941384553;118.737292012 30.9418301260001),634.3492420215382
4607_4556,3,S#L#R#U,4556_4518#4556_4608#4556_4534#4556_4607,LINESTRING(118.715724096 30.9366187300001;118.716274367 30.9361748360001;118.718611327 30.9345183510001;118.720366092 30.9333274580001),574.6165725720911
4607_4639,2,R#S#U#L,4639_4608#4639_4655#4639_4607#4639_4649,LINESTRING(118.715724096 30.9366187300001;118.717325563 30.9379812;118.718324373 30.938958078),359.40115264508245
4608_4565,0,S#L#R#U,4565_4539#4565_4603#4565_4518#4565_4608,LINESTRING(118.723423745 30.93659868;118.725614682 30.935588647;118.726852813 30.9350209570001;118.728212366 30.9343747550001),519.8454195675481
4608_4624,3,R#U#S#L,4624_4603#4624_4608#4624_4650#4624_4655,LINESTRING(118.723423745 30.93659868;118.724601414 30.9380445960001),195.8691275706348
4609_4530,2,S#L#R#U,4530_4520#4530_4607#4530_4501#4530_4609,LINESTRING(118.704521462 30.93690015;118.704840138 30.9363486020001;118.705352279 30.9355729690001;118.705997718 30.9347055040001;118.706750111 30.9338217110001;118.70750041 30.933015486;118.708072142 30.9324800380001;118.708488749 30.9321090920001;118.708732736 30.9319442570001),685.1977874244945
4609_4645,4,R#S#U#L,4645_4607#4645_4666#4645_4609#4645_4802,LINESTRING(118.704521462 30.93690015;118.704600903 30.936918883;118.704862304 30.9369870140001;118.705874528 30.9372504310001;118.707781876 30.9377286820001;118.708867935 30.9380960820001;118.709640355 30.9384151300001;118.710257084 30.938695673;118.710832604 30.9389934590001;118.710912302 30.939038893;118.711106656 30.9391496900001;118.712010729 30.9397103490001;118.712270196 30.9398837000001),818.1976087259886
4609_9011,2,S#L#U#R,9011_9009#9011_9010#9011_4609#9011_4668,LINESTRING(118.704521462 30.93690015;118.703216652 30.939382327;118.702657584 30.9406122730001),448.5827868690292
4615_4563,4,S#R#L#U,4563_4554#4563_4642#4563_9001#4563_4615,LINESTRING(118.781728318 30.936102728;118.781373185 30.935896653;118.780285375 30.9353186280001;118.779558102 30.9349846640001;118.778843862 30.9347461130001;118.777432878 30.934417798;118.774048667 30.933742151;118.773508757 30.933634639),839.6152204100852
4615_4579,2,U#S#R,4579_4615#4579_8357#4579_9001,LINESTRING(118.781728318 30.936102728;118.784687132 30.933682296),389.8344122751198
4616_4630,4,S#R#L#U,4630_4650#4630_4680#4630_4603#4630_4616,LINESTRING(118.734355454 30.937019531;118.73434727 30.9370225480001;118.731572724 30.9380454130001;118.730885966 30.9383085260001),361.0584941598685
4624_4603,1,L#R#U,4603_4630#4603_4565#4603_4624,LINESTRING(118.724601414 30.9380445960001;118.726439073 30.9373419200001;118.728624664 30.936511029;118.729375318 30.936172577),501.3638275229202
4630_4650,3,L#S#U#R,4650_4624#4650_4690#4650_4630#4650_4708,LINESTRING(118.730885966 30.9383085260001;118.729287992 30.938920733;118.726802218 30.9399273560001;118.726312862 30.940129712),481.4449162652865
4630_4680,2,R#S#U#L,4680_4671#4680_4855#4680_4630#4680_4708,LINESTRING(118.730885966 30.9383085260001;118.731218004 30.938899905;118.733071939 30.9426763230001),527.4675649069753
4634_4554,3,S#R#L#U,4554_4526#4554_4536#4554_4563#4554_4634,LINESTRING(118.766881403 30.938042103;118.766775602 30.9374623150001;118.766752473 30.937180143;118.766766576 30.936691237;118.766789819 30.9363751120001;118.766883025 30.935960342;118.766990232 30.9356154130001;118.76764029 30.934116008;118.768301862 30.9326119150001),628.0083796651329
4634_4664,3,R#U#L,4664_4724#4664_4634#4664_4635,LINESTRING(118.766881403 30.938042103;118.766465298 30.9380248740001;118.765743975 30.9380684440001;118.765183944 30.9381666950001;118.764644643 30.938369552;118.764180788 30.9386606940001;118.763174036 30.939557182;118.761974005 30.9407915630001),591.4797984866985
4635_4536,0,S#R#L#U,4536_4497#4536_4562#4536_4554#4536_4635,LINESTRING(118.755828212 30.9383664700001;118.755875337 30.937641999;118.755987001 30.9366560170001;118.756113548 30.935506715;118.756132194 30.935337372;118.756172455 30.93494328;118.756176394 30.934904729;118.756255881 30.934126651;118.756275534 30.933964519;118.756350256 30.933348059;118.756456603 30.932966594;118.756547958 30.9327564770001;118.756735631 30.932416721;118.756821166 30.9322618750001;118.757060986 30.9318683820001;118.757300215 30.931603098),774.3176803394447
4635_4664,3,S#R#U,4664_4724#4664_4634#4664_4635,LINESTRING(118.755828212 30.9383664700001;118.756193956 30.9382398610001;118.756560053 30.938116689;118.756677549 30.9381002850001;118.756765303 30.9380941260001;118.756834969 30.9380892360001;118.757056645 30.9380996990001;118.757062683 30.938100664;118.757354648 30.93814732;118.757731791 30.9382899710001;118.758330215 30.938622219;118.758961542 30.938949022;118.759638342 30.9392790650001;118.760970938 30.939938152;118.761360965 30.940185554;118.761597482 30.940358325;118.761872767 30.940653968;118.761974005 30.9407915630001),686.7660217940124
4639_4608,0,S#L#R#U,4608_4565#4608_4624#4608_4556#4608_4639,LINESTRING(118.718324373 30.938958078;118.719369738 30.9384992270001;118.720550001 30.9379419090001;118.722518056 30.9370161910001;118.723423745 30.93659868),553.130790267761
4639_4655,2,R#S#U#L,4655_4624#4655_4690#4655_4639#4655_4674,LINESTRING(118.718324373 30.938958078;118.719954234 30.940641536),243.09548095087067
4642_4634,0,L#S#U#R,4634_4554#4634_4664#4634_4642#4634_4732,LINESTRING(118.772031929 30.938383926;118.770882547 30.938278639;118.76759085 30.9381053760001;118.766881403 30.938042103),493.7805105608798
4645_4607,3,S#L#R#U,4607_4556#4607_4639#4607_4530#4607_4645,LINESTRING(118.712270196 30.9398837000001;118.713383844 30.9387117250001;118.713518014 30.938570525;118.714290215 30.937829585;118.715022599 30.9371846080001;118.715724096 30.9366187300001),490.49631972872487
4645_4666,0,R#S#U,4666_4649#4666_4713#4666_4645,LINESTRING(118.712270196 30.9398837000001;118.712585024 30.940094038;118.712946999 30.940368398;118.71340507 30.940753623;118.714100207 30.9413933870001;118.71440568 30.941672313),284.99275113615573
4649_4639,1,S#L#R#U,4639_4608#4639_4655#4639_4607#4639_4649,LINESTRING(118.715911961 30.940283019;118.716189944 30.940085203;118.716759211 30.9397221350001;118.717483191 30.9393426930001;118.71827665 30.938979025;118.718324373 30.938958078),274.0929544608755
4649_4674,1,R#S#U#L,4674_4655#4674_4742#4674_4649#4674_4713,LINESTRING(118.715911961 30.940283019;118.717065065 30.9413221200001;118.718246538 30.942534574),334.96694768272545
4650_4624,3,L#S#U#R,4624_4603#4624_4608#4624_4650#4624_4655,LINESTRING(118.726312862 30.940129712;118.726312438 30.940129164;118.725972673 30.939676046;118.72542058 30.938982136;118.724601414 30.9380445960001),283.3008417295929
4650_4690,0,S#U#L,4690_4742#4690_4650#4690_4655,LINESTRING(118.726312862 30.940129712;118.725747324 30.9403424230001;118.725116767 30.9406469940001;118.724163767 30.9412029420001;118.72393195 30.941386584;118.723214461 30.9420428010001;118.722518289 30.9430974840001),502.6005955129843
4651_4562,4,S#R#L#U,4562_4493#4562_4589#4562_4536#4562_4651,LINESTRING(118.751313828 30.939949406;118.751262724 30.939554349;118.751242302 30.939452166;118.751159978 30.9390402660001;118.751079279 30.93870078;118.751055692 30.9386391400001;118.750922661 30.938291485;118.750630113 30.93786729;118.750465845 30.937671628;118.749932989 30.9371546940001;118.749904624 30.9371265980001;118.749409594 30.9366362920001;118.748934712 30.936237702;118.748651848 30.9360222450001;118.748469716 30.935885537;118.747441146 30.9352757180001;118.747319479 30.9352059920001;118.746662127 30.934829273;118.74631229 30.9346016010001;118.746029069 30.9343779540001;118.745481259 30.933929689;118.744551331 30.9331701630001),1026.8804951693671
4651_4635,2,R#S#U,4635_4536#4635_4664#4635_4651,LINESTRING(118.751313828 30.939949406;118.75178134 30.9397830190001;118.752630441 30.9394808170001;118.754436999 30.938848052;118.755828212 30.9383664700001),465.74953142912364
4655_4624,2,S#R#L#U,4624_4603#4624_4608#4624_4650#4624_4655,LINESTRING(118.719954234 30.940641536;118.72044434 30.940163317;118.7210178 30.9397262100001;118.722028254 30.9391150700001;118.722695013 30.9387876590001;118.724601414 30.9380445960001),535.1432439221253
4655_4690,0,L#R#U,4690_4742#4690_4650#4690_4655,LINESTRING(118.719954234 30.940641537;118.720036335 30.940719587;118.721979908 30.9425882400001;118.722518289 30.9430974840001),366.3055986314589
4660_4589,0,R#L#U,4589_4605#4589_4562#4589_4660,LINESTRING(118.743669333 30.9405009490001;118.74330411 30.940102272;118.741774039 30.9388475000001;118.741443508 30.9384626660001;118.740965429 30.9377554930001;118.739577563 30.9351472700001),720.1109516893538
4662_4651,4,R#S#U#L,4651_4562#4651_4635#4651_4662#4651_4697,LINESTRING(118.749514443 30.9407233000001;118.749523144 30.9407193650001;118.750791533 30.94014572;118.750899774 30.9400967650001;118.751313828 30.939949406),192.3128747780512
4663_4615,3,R#S#U#L,4615_4563#4615_4579#4615_4663#4615_8364,LINESTRING(118.776948418 30.9404856200001;118.777755796 30.939493887;118.778394122 30.9387756140001;118.779579276 30.9377630710001;118.781728318 30.936102728),669.9025225726317
4663_4642,2,S#L#U,4642_4634#4642_4563#4642_4663,LINESTRING(118.776948418 30.9404856200001;118.774447482 30.939226245;118.773476824 30.938749327;118.772831286 30.9385311390001;118.772031929 30.938383926),527.9478964494751
4664_4724,4,L#U#R#S,4724_4706#4724_4664#4724_4732#4724_4863,LINESTRING(118.761974005 30.9407915630001;118.762037961 30.9408784870001;118.762120749 30.9410114020001;118.762211773 30.941234928;118.762280648 30.9414941950001;118.762311488 30.9417073170001;118.762594379 30.943569451),315.91598646325997
4666_4649,0,S#L#U,4649_4639#4649_4674#4649_4666,LINESTRING(118.71440568 30.941672313;118.714643693 30.9413869850001;118.715152429 30.9408887270001;118.715752613 30.940396412;118.715911961 30.940283019),211.47263468583614
4666_4713,4,R#S#U#L,4713_4674#4713_4794#4713_4666#4713_8350,LINESTRING(118.71440568 30.941672313;118.715042897 30.942254142;118.716022093 30.943143036;118.716935851 30.943971881),351.3688712534487
4668_9011,2,R#S#L#U,9011_9009#9011_9010#9011_4609#9011_4668,LINESTRING(118.705866182 30.9416202100001;118.702657584 30.9406122730001),326.3515322797726
4669_4718,0,L#S#R#U,4718_9002#4718_9003#4718_9006#4718_4669,LINESTRING(118.692750593 30.9414108170001;118.690862659 30.944526255),389.6827992695562
4669_9008,2,L#S#U#R,9008_9006#9008_9009#9008_4669#9008_9010,LINESTRING(118.692750593 30.9414108170001;118.697147837 30.9429146370001),452.0763929315051
4671_4660,3,R#U#L,4660_4589#4660_4671#4660_4689,LINESTRING(118.737292012 30.9418301260001;118.738741228 30.9415102990001;118.740594846 30.941151721;118.743669333 30.9405009490001),627.0378451521501
4671_4819,0,R#S#U#L,4819_4689#4819_4879#4819_4671#4819_4855,LINESTRING(118.737292012 30.9418301260001;118.737350896 30.9426119080001;118.737720491 30.9468659400001),559.8161921437527
4674_4655,2,S#L#R#U,4655_4624#4655_4690#4655_4639#4655_4674,LINESTRING(118.718246538 30.942534574;118.718313901 30.9424607030001;118.718839544 30.941902558;118.71975121 30.940874013;118.719954234 30.940641536),265.8845384868481
4674_4742,0,L#U#R,4742_4794#4742_4674#4742_4690,LINESTRING(118.718246538 30.942534574;118.718855489 30.9430645580001;118.71927152 30.943371815;118.720497145 30.944213538;118.721537826 30.9448980450001),409.9014275923896
4680_4671,3,S#L#R#U,4671_4660#4671_4819#4671_4605#4671_4680,LINESTRING(118.733071939 30.9426763230001;118.734234773 30.94244317;118.737292012 30.9418301260001),414.0463643499582
4680_4855,0,R#U#L,4855_4819#4855_4680#4855_4920,LINESTRING(118.733071939 30.9426763230001;118.733605778 30.9440778250001;118.734111289 30.9452022900001;118.734433909 30.946017668;118.734451353 30.9461169210001;118.734493164 30.946354812;118.734507403 30.947142903;118.734554292 30.9481941270001;118.734658861 30.948450655;118.735008726 30.9488618130001),721.2527753813785
4689_4660,3,S#R#U,4660_4589#4660_4671#4660_4689,LINESTRING(118.745070627 30.9427514440001;118.744588001 30.9417099240001;118.744464839 30.941494714;118.744160961 30.941049607;118.743669333 30.9405009490001),285.0648651317556
4689_4662,0,S#U#U,4662_4651#4662_4689#4662_4694,LINESTRING(118.745070627 30.9427514440001;118.74554534 30.942536497;118.747288889 30.9417421690001;118.749196629 30.9408670330001;118.749514443 30.9407233000001),480.51937113414556
4690_4742,0,S#L#U,4742_4794#4742_4674#4742_4690,LINESTRING(118.722518289 30.9430974840001;118.721985396 30.943967532;118.721537826 30.9448980450001),220.75642977547128
4694_4662,0,S#U#U,4662_4651#4662_4689#4662_4694,LINESTRING(118.748259798 30.9428108720001;118.749514443 30.9407233000001),260.6576744845596
4694_4689,3,S#L#U#R,4689_4660#4689_4662#4689_4694#4689_4819,LINESTRING(118.748259798 30.9428108720001;118.745070627 30.9427514440001),304.83234825264975
4697_4651,2,S#L#R#U,4651_4562#4651_4635#4651_4662#4651_4697,LINESTRING(118.751139743 30.942927324;118.751263794 30.9402917680001;118.751313828 30.939949406),330.6975235352718
4697_4694,3,L#S#U#R,4694_4662#4694_4689#4694_4697#4694_4808,LINESTRING(118.751139743 30.942927324;118.748259798 30.9428108720001),275.5135379236511
4706_4697,3,L#S#U#R,4697_4651#4697_4694#4697_4706#4697_4806,LINESTRING(118.755423267 30.9431676560001;118.754388346 30.9431103750001;118.754036285 30.9430908890001;118.752410795 30.942999108;118.751139743 30.942927324),410.204103200792
4708_4650,3,S#R#L#U,4650_4624#4650_4690#4650_4630#4650_4708,LINESTRING(118.729228876 30.9439322490001;118.728444166 30.9429064720001;118.727441073 30.941586913;118.726313278 30.940130266;118.726312862 30.940129712),505.3571172263657
4708_4680,3,S#L#R#U,4680_4671#4680_4855#4680_4630#4680_4708,LINESTRING(118.729228876 30.9439322490001;118.733071939 30.9426763230001),392.75696410434534
4713_4674,2,S#L#R#U,4674_4655#4674_4742#4674_4649#4674_4713,LINESTRING(118.716935851 30.943971881;118.718252493 30.9425282130001),203.5898806113499
4713_4794,3,L#S#U#R,4794_4899#4794_9173#4794_4713#4794_4742,LINESTRING(118.716935851 30.943971881;118.717504972 30.9444881050001;118.717912752 30.944845351;118.718221707 30.9450941540001;118.718477183 30.9452935630001;118.718779094 30.945482902;118.718950325 30.9455902870001;118.719364453 30.9458376900001;118.719551674 30.9459354090001;118.720048576 30.9461673910001;118.720732459 30.9464968670001),461.7016592723072
4718_9002,4,U#L#S#R,9002_4718#9002_9097#9002_9098#9002_9112,LINESTRING(118.690862659 30.944526255;118.689110613 30.9437348070001;118.687433093 30.943270812;118.685862648 30.942985277;118.684006669 30.9429495850001;118.680221867 30.943318017),1052.1397174741587
4718_9003,0,R#U,9003_9004#9003_4718,LINESTRING(118.690862659 30.944526254;118.689453691 30.9476491),371.48273676029225
